date,title,description,best_result_raw,best_result_display,score_type,barbell_lift,set_details,notes,rx_or_scaled,pr
02/06/2019,"MetCon","QoD: What is the most embarrassing that happened to you in school?– Metcon: Today’s work the goal is to sustain a pace that is challenging but manageable for the entire EMOM. This means your calorie count for interval one and rep count for interval 2 and 5 should remain the same for all 6 rounds. Effort should be around 75%.EMOM 30:Minute 1: 40s of Plate Push (45, 25) (or moderate weight sled-push)Minute 2: 40s of KBS (53, 35)Minute 3: 100 Ft. Heavy Farmer CarryMinute 4: 40s of SDHP (53, 35)Minute 5: 40s of Walking Lunges BWMinute 6: RestRx+: (KB Snatches in Place of KBS)",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
02/08/2019,"MetCon","– Metcon: Today’s Metcon is about managing 400m efforts while sustaining a challenging 80% pace for all sets. The Wall Climb/Rope Climb work should be quick so we want to be able to get in from our run as fast as possible to maximize our time to complete wall climb/rope climb work.AMRAP 15:2 Wall Climbs2 Rope Climbs (1 Legless + 1 w. legs)400 Meter RunRx+:(2 Wall Climbs) (2 Legless Rope Climbs) (200 Meter Ski Erg) L3: (Rope Climb with legs)L2: (Half of Wall Climb) (Band Assisted Strict Chin-up x 5)L1: (30 Shoulder Taps) (10 Ring Rows w. 1 ct pause)*Alternate Option400M Run = 400m Row or 90s Bike or Ski Erg",4.002,"4+2","Rounds + Reps","","[{""rnds"":4,""reps"":2}]","",RX,
02/08/2019,"Strength","QoD: What is one small thing you can do this weekend to keep your nutrition under control?– Strength: The goal today is to match our previous 2RM for 3. If you do not have a 2RM set a plan to with manageable jumps in weight so you end on a high note.Push Press: Build to a 3RM. Rest 2:00- 5-6 sets to build to a 3RM.- Reset on each rep - Rx+ Touch n Go*Compare to 10/12 2RM *Between sets perform Banded Facepull-apart x 15.The goal is to accumulate roughly 75-100 reps of banded facepull-aparts between sets.",135,"135","Load","Push Press","[{""success"":true,""load"":135}]","",RX,
02/09/2019,"MetCon","QoD: What is your favorite piece of CrossFit/fitness gear (functional or decorative)?– Metcon: Today’s Metcon you’ll have almost an equal amount of time on the rower and for the snatch/wallball/double under triplet. Partition these so you can work consistently with your partner. Your scaling should allow for smooth pace throughout.AMRAP 36 with a partner:Buy in:5k RowThen with the Remaining time:30 Alt. DB Snatches (50s, 35s)60 Wallballs (20, 14)90 Double UndersRx+:(60s, 40s) (30, 20)L3: (45s, 30s)L2: (35s, 25s) (14, 10) (Double Under Attempts)L1: (30s, 15s) (10, 8) (Single Unders)",3.09,"3+90","Rounds + Reps","","[{""rnds"":3,""reps"":90}]","Partnered with Chris. Singles 😒Finished row at 19:05",SCALED,
02/10/2019,"Gymnastics Skill Work","EMOM 16:Minute 1: 40s of Skill #1Minute 2: 40s of Skill #2Minute 3: 12 Alt. DB Reverse Lunges Minute 4: 12 Bent-over Double DB Rows",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
02/11/2019,"MetCon Prep","Touch n Go Deadlift: 3 x 3, building to Metcon weight. Rest 90s.",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
02/11/2019,"MetCon","EMOM 10:ODD Minutes: 10 Deadlifts (225, 155)EVEN Minutes: 10 Bar Facing BurpeesRx+:(12 Reps of each Movement/Same loading)L3: (185, 125) L2: (155, 105) (8 Bar Facing Burpees)L1: (135, 95) (6-8 Regular Burpees)",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
02/11/2019,"Strength","QoD: Tell us an embarrassing CrossFit/Fitness story.– Strength: Build to a 5RM over the course of 4-6 sets. Shoot for 85% of your current 1RM.Back Squat: 5RM. Rest 2:00Beginner: Moderate set of 5 with perfect technique.",235,"235","Load","Back Squat","[{""success"":true,""load"":235}]","",RX,
02/11/2019,"Extra Credit","Reverse Hypers: 3-4 x 20-25. Rest 60s.OR400m Light Sledpull PowerwalkOR100 Glute Bridges",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
02/13/2019,"MetCon","QoD: What is the most ridiculous thing your spouse or someone you live with does?– Metcon: Today’s workout is meant to be slower. Focus on your quality of movement for each: rowing, barbell cycling, and double unders. All three of these movements will likely be in the open this year so rather than pushing your pace shoot for quality over quantity today. Effort should be around 70%.AMRAP 26 with a partner:30 Hang Power Cleans (135, 95)60 Calorie Row120 Double UndersL3: (115, 75)L2: (95, 65) (Double Under Attempts)L1: (75, 55) (Single Unders x 2)*Alternate Options for 60 calorie Row:400 Meter Run or 45 Calorie Bike or Ski Erg",3.053,"3+53","Rounds + Reps","","[{""rnds"":3,""reps"":53}]","135lb bar but singles 🙄",SCALED,
02/14/2019,"Cora","This workout was created in memory of Cora, 3 Peaks CrossFits youngest athlete. She ended her 13 year life in December 2018, and today we will do this workout, partially created by Cora herself, to show our support for her family & the 3 Peaks community.21-18-15-12-9-6-3Ab Mat Sit-ups Box Jumps (24, 20)BurpeesPullups (Scale to Jumping Pull Ups or Ring Rows)3 HSPU Between Each Round (Scale HSPU to Inverted Box Push Ups or Double Seated DB Press)*30 minute cap",1413,"23:33","Time","","[{""secs"":33,""mins"":23}]","Done on Sunday with Jason, Jason and Chris. ",RX,
02/15/2019,"Strength","QoD: How often would you say you eat a leafy green vegetable: kale, collards, swiss chard, mustard greens? What is one way you do or can try to incorporate them more often?– Strength: Today we are building to a 3RM in the Close grip floor press. This should take roughly 6-7 sets to complete. Make sure you have a spotter and you’re smart about how you progress. You do not want to fail too early.Close Grip Floor Press: 3RM. Rest 2:00Beginner: 5 x 5, adding weight if form permits.Compare to 8/28/18 when we performed a descending pyramid of the close grip floor press.",175,"175","Load","","[{""success"":true,""load"":175}]","",RX,
02/15/2019,"MetCon","– Metcon: Today’s metcon is not for time and is a good test of local muscle endurance. We’ve never done some of these movements in a metcon so it may be wise to go lighter than you think. Barbell curls should be done strictly.Not for time:Buy in: 100 Ft. Handstand Walk or 60s of total Handstand HoldTHEN,30-20-10:DB Rollback Tricep Extensions on Floor (50s, 25s)Barbell Curls (95, 65)T2BTHEN, Cash-out: 200 Meter Single Arm OH KB Carry (100m each)*Athlete choice of weight scaling today.L3: (40s, 20s) (75, 55)L2: (30s, 15s) (65, 45)L1: (Less than L2 OR Choices choice)22:00 Cap",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
02/15/2019,"Extra Credit","5 Mintues of Parasympathetic Breathing or 5 Minutes of Row, Bike, Jog, light Sledpull Rows.",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
02/16/2019,"Partner Eva","QoD: Yes or no: Would a multi-million dollar contract in the NFL be worth it for the abuse and potential injuries to your body?5 RFT:Run 800 Meters30 Pull-ups30 KBS (70, 53)*35:00 CapL3: (53, 35)L2: (Band Assisted Pull-ups) (45, 25)L1: (Ring Rows) (35, 25 Russian Swings)",1876,"31:16","Time","","[{""secs"":16,""mins"":31}]","With Jason F. ",RX,
02/17/2019,"Extra Credit","*Make up an accessory session you missed from this past week",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
02/18/2019,"Strength","QoD: Tell us about a ""healthier dessert alternative"" or something you eat/drink to stifle a sweet tooth.– Strength: This front squat has an isometric hold/pause at the bottom where the muscle will remain contracted for 2 seconds. Keep this in mind as you’re working up. This weight will be less than your 1RM FS squat weight; probably between 80% of your 1RM. 2 min rest between sets.Front Squat with a 2 Count Pause: 1RM. Rest 2:00- pause for a 2 ONE Thousand at the bottom.- Build to a 1RM over the course 8-10 sets.",215,"215","Load","","[{""success"":true,""load"":215}]","",RX,
02/18/2019,"MetCon","– Metcon: This workout should elevate your heart rate and will also test grip and skill. Break up sets early as needed with short rests. Note: cleans will be increasing in weight. If you plan on doing T2B you should comfortably have a set of at least 5For time:15 Power Cleans (135, 95)21 Toes to Bar 12 Power Cleans (155, 105)15 Toes to Bar 9 Power Cleans (185, 125)9 Toes to Bar 14:00 CapRx+:(155, 105) (185, 125) (205, 135)L3: (115, 75) (135, 95) (155, 105) (Kneww Raises)L2: (75, 55) (95, 65) (115, 75) (Sit Ups)L1: (65, 45) (75, 55) (95, 65) (Sit Ups)",490,"8:10","Time","","[{""secs"":10,""mins"":8}]","115/135/1551st round pc unbroken fast singles 💨 there afterT2B still need work on activating last. ",SCALED,
02/20/2019,"CF Gymnastics Open Skill Work","QoD: Have you ever initially disliked something/someone that turned into something you really enjoy?– Skill: Every minute on the minute – 30 seconds gymnastics skill work; 30 seconds rest. Today’s focus will be skill work to prepare for the open. You get to choose the movement. Try to pick a gymnastics movement that usually appears in the open (e.g. pull ups, handstand push ups, chest to bars, muscle ups).EMOM 7:30s of Skill Practice",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
02/20/2019,"MetCon","– Metcon: Today’s metcon is 1 time through, for time, with a 25 minute time cap. Focus will be placed on appropriate pacing. The first row will elevate your heart rate and last row will test your engine following muscle fatigue. Pace accordingly. These movements are also similar to movements which regularly appear in the open so go into this workout with some strategy and an ”open workout” mentalityFor time:50 Calorie Row50 Medball Cleans (20, 14)50 Box Jumps w. step down (24, 20)50 Ground to Overhead with a plate (45, 25)50 Walking OH Lunges (45, 25)50 Calorie RowL2: (14, 10) (20, 15) (25, 15)L1: (10, 8) (20, 15 Alt. BW Step-ups) (15, 10)25:00 Cap*Alternate Options45/40 Calorie Bike or Ski Erg",1162,"19:22","Time","","[{""secs"":22,""mins"":19}]","2:22 first row3:05ish last row",RX,
02/22/2019,"Open 19.1","QoD: You know youre getting old when...Metcon: Open WOD 19.1 consists of AMRAP 15 of 19 Wall balls and 19 calorie Row. The goal today is to start with a slower pace and increase your intensity as needed, you’ll pay the price if you start too fast. Breaking your sets early on the wall balls to keep limb fatigue at bay is a good idea. For your sets on the rower think longer and more powerful strokes as calories are about power output.Complete as many rounds as possible in 15 minutes of:19 wall-ball shots19-cal. rowRx: Men throw 20-lb. ball to 10-ft. targetWomen throw 14-lb ball to 9-ft. targetScaled: Men throw 14-lb. ball to 10-ft. targetWomen throw 10-lb. ball to 9-ft. targetlternate WOD:Strength: Bench Press for Speed: 5 x 5 @60%, every 60s.Metcon:5 Rounds of:10 Push Press (135, 95)10 KBS (53, 35)10 Air Squats10 T2BRest 60s.",254,"254","Reps","","[{""reps"":254}]","🤬🤢🤮",RX,PR
02/22/2019,"Extra Credit","5 Mintues of Parasympathetic Breathing or 5 Minutes of Row, Bike, Jog, light Sledpull Rows.",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
02/23/2019,"MetCon","QoD: What is your favorite season in Florida?– Metcon: Today work at an 80% effort splitting work with your partner however you see fit. Score = no score today.3 Rounds of 2:00 on with a partner:2:00 of Box Jumps w. step down (24, 20)2:00 of KBS (53, 35)2:00 of Hand Release Push-ups2:00 Hang Power Cleans (115, 75)2:00 Abmat Sit-ups*One person works. Split however desiredL3: (95, 65)L2: (20, 15) (35, 25) (Box Push-ups) (75, 55)L1: (20, 15) (Box Push-ups) (65, 45)",0,"not many","Other / Text","","[{""other"":""not many""}]","",RX,
02/24/2019,"Extra Credit","Single Leg DB RDLs w. support: 4 x 6 ea. Rest 30s.",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
02/25/2019,"Strength","QoD: What about your job are you proud of?– Strength: Build to a max load in the barbell complex of 3 deadlifts + 2 power cleans + 1 squat clean without removing your hands from the bar. You have a full 20 minutes so rest as much as needed between sets. We’ll be performing percentage work using this number starting Thursday.Max Load in Complex of: 3 Deadlifts2 Power Cleans1 Squat Clean*All done without removing hands from the bar**Build to a max over the course of 6-8 sets. Rest 2:00 between sets.- Beginner: Practice with a light load or empty barbell. In between sets perform 8 challenging Goblet Box SquatsLast tested on 10/8",185,"185","Load","","[{""success"":true,""load"":185}]","Ugly af but 30lb increase! 🥳",RX,
02/25/2019,"Elvis","– Metcon: Squat cleans are intended to be heavy and done as singles. Challenge yourself with this one. Form a strategy to complete a certain amount of work each minute as if this was an EMOM.  **This has been updated to account for 191. If you have folks that did NOT complete 19.1 they can perform the ”squat clean version of this.” Both versions will show up again in the future. ”Elvis”For time:30 Squat Cleans (185, 125)OR”Power Elvis”30 Power Cleans (185, 125)Rx+:(225, 145)L3: (155, 105)L2: (135, 95)L1: (95, 65)*10:00 CapBeginner Alternate Workout:AMRAP 7:8-10 Thrusters (light)8 Burpees or Squat Thrustscompare to 9/18/17 & 5/5/17",383,"6:23","Time","","[{""secs"":23,""mins"":6}]","155lb bar squat clean ",SCALED,PR
02/25/2019,"Extra Credit","5 Minutes of Light Foam Rolling5 Minutes of Light Static Stretching",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
02/27/2019,"CF Gymnastics Open Skills","QoD: If you were offered a trip around the world but you had to drop everything and get on a plane within 12 hours would you go?– Skill: Today you’ll perform one gymnastics movement different from last week. Try not to repeat HSPU which we did yesterday unless of course, you weren’t here yesterday.CF Gymnastics Open SkillsEMOM 7:30s of Skill Practice*Different skill from last week",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
02/27/2019,"MetCon","– Metcon: Today’s metcon is intended to be done at 75% effort for all sets. You’ll only have enough rest for partial recovery to sustain your efforts. All work should be completed UB.Every 5:00 x 5 Sets:Row 400 Meters15 KBS (53, 35)30 Double UndersL2: (45, 30) (Double Under Attempts)L1: (300m Row) (30 Single Unders) (35, 25 Russian Swings)",157,"2:37","Time","","[{""secs"":37,""mins"":2}]","1:30ish rowUnbroken kB swing 90 seconds of dub attempts ",SCALED,
03/01/2019,"Open 19.2","QoD: What is a fitness goal that you have met?– Metcon: Open Workout 19.2 is a repeat of Open WOD 16.2. How this workout works is you’ll have a set amount of time to complete the listed work and if you finish within that time frame you’ll advance to the next round – Then go through the actual workout as written.OPEN WOD 19.2Beginning on an 8-minute clock, complete as many reps as possible of:25 toes-to-bars50 double-unders15 squat cleans, 135 lb/85 lbs25 toes-to-bars50 double-unders13 squat cleans, 185 lb/115 lbIf completed before 8 minutes, add 4 minutes to the clock and proceed to:25 toes-to-bars50 double-unders11 squat cleans, 225 lb/145 lbIf completed before 12 minutes, add 4 minutes to the clock and proceed to:25 toes-to-bars50 double-unders9 squat cleans, 275 lb/175 lbIf completed before 16 minutes, add 4 minutes to the clock and proceed to:25 toes-to-bars50 double-unders7 squat cleans, 315 lb/205 lb20 Minute Cap",113,"113","Reps","","[{""reps"":113}]","",RX,PR
03/02/2019,"MetoCon","QoD: How many total pairs of shoes do you have?– Metcon: Get into teams of 3 for today’s workout splitting work however you choose. Like the name implies the row should be fast, but consistent, the snatches fast with quick transitions, and strict pull-ups slower without hitting failure. Barbell loading should be light today and strict pull-ups should be completed in small sets (3-5.)In teams of 3:’”Fast-Fast-Slow”For time:4k Row150 Power Snatch (95, 65)75 Strict Pull-upsRx+:(115, 75)L3: (75, 55)L2: (65, 45) (Band Assisted Chin-ups)L1: (55, 35 or Alt. DB Snatches) (Ring Rows)30:00 CapAlternate Option:– Mix and match bike, job or ski erg performing a total of 4k worth of work.",1800,"30:00","Time","","[{""secs"":0,""mins"":30}]","With drop in Marc and Russell. ",RX,
03/03/2019,"MetCon","EMOM 12:ODD Minutes: 10 Overhead Squats (115, 75)EVEN Minutes: 200 Meter RunRx+:(135, 95)L3: (95, 65)L2: (75, 55)L1: (53, 35 Goblet Squat) (100-150m run)",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
03/03/2019,"Strength","1) Power Snatch + OHS: 5 x 2 + 2, every 60s building in weight.*Score= heaviest load2) Sledpush: Build to the heaviest for 50 ft. in 8:00. Rest as needed.*Score= heaviest load",115,"115","Load","","[{""success"":true,""load"":115},{""success"":true,""load"":115}]","",RX,
03/04/2019,"Strength","QoD: Try to remember something that made you belly laugh recently.– Strength: Build to a 3RM wide stance box squat over the course of 6-7 sets. Make sure you stay tight, stick back on the box and have spotters in place. Use a wide stance.Wide Stance Box Squat: 3RM. Rest 2:00- 15"""" Box - Beginner: 5 x 5, adding weight if form permits (or a higher height box).This was last tested on 12/3spotters NEED TO BE PAYING ATTENTION.",275,"275","Load","Box Squat","[{""success"":true,""load"":275}]","20lb increase ⬆️🤓",RX,
